district_id,district_name,state,development_index,population_lakhs,rural_pct,literacy_rate,female_literacy_rate,sc_st_pct,bpl_pct,agricultural_hh_pct,avg_landholding_ha,internet_penetration,health_facilities_per_lakh,pmkisan_eligible,pmkisan_enrolled,pmkisan_uptake_rate,pmkisan_gap_count,ab_eligible,ab_enrolled,ab_uptake_rate,ab_gap_count,combined_gap_score
D0523,ASS_Dist_35,Assam,0.5839,14.68,0.7852,0.7079,0.6094,0.3226,0.4294,0.7837,1.695,0.2883,12.0,115051,84133,0.7313,30918,56739,37486,0.6607,19253,0.304
D0524,PUN_Dist_01,Punjab,0.6026,200.0,0.6015,0.6264,0.5129,0.2733,0.3739,0.5469,1.804,0.4142,13.97,1093876,701071,0.6409,392805,672995,465936,0.6923,207059,0.3334
D0525,PUN_Dist_02,Punjab,0.6146,41.84,0.5548,0.637,0.5556,0.1933,0.2652,0.4369,1.414,0.3909,16.77,182786,137289,0.7511,45497,99849,76021,0.7614,23828,0.2438
D0526,PUN_Dist_03,Punjab,0.7242,60.33,0.6822,0.6855,0.5845,0.2354,0.3259,0.5909,1.828,0.5704,24.49,356518,247196,0.6934,109322,176959,155401,0.8782,21558,0.2142
D0527,PUN_Dist_04,Punjab,0.9108,93.59,0.6632,0.8768,0.7648,0.1693,0.3199,0.4805,1.919,0.4982,19.31,449705,397949,0.8849,51756,269428,237096,0.88,32332,0.1175
D0528,PUN_Dist_05,Punjab,0.72,103.66,0.5988,0.7519,0.6539,0.1485,0.3167,0.4904,1.754,0.4281,16.0,508394,375528,0.7387,132866,295517,246199,0.8331,49318,0.2141
D0529,PUN_Dist_06,Punjab,0.7329,12.86,0.6647,0.7526,0.6473,0.1976,0.3503,0.5014,2.011,0.5873,18.01,64495,53395,0.8279,11100,40548,28816,0.7107,11732,0.2307
D0530,PUN_Dist_07,Punjab,0.5741,22.58,0.6698,0.6027,0.4476,0.23,0.3557,0.478,1.231,0.332,10.16,107936,68220,0.632,39716,72288,49334,0.6825,22954,0.3427
D0531,PUN_Dist_08,Punjab,0.5828,44.06,0.6458,0.6234,0.5055,0.2245,0.2726,0.5841,1.458,0.4859,13.28,257359,175530,0.682,81829,108089,73189,0.6771,34900,0.3204
D0532,PUN_Dist_09,Punjab,0.7635,29.16,0.544,0.9031,0.7417,0.2678,0.1984,0.3385,1.868,0.5085,18.57,98690,90794,0.92,7896,52056,41438,0.796,10618,0.142
D0533,PUN_Dist_10,Punjab,0.9353,28.15,0.53,0.8971,0.7125,0.243,0.1348,0.4594,2.489,0.5727,21.09,129328,118981,0.92,10347,34151,30052,0.88,4099,0.1
D0534,PUN_Dist_11,Punjab,0.6789,46.07,0.6804,0.7559,0.5729,0.2916,0.4331,0.7076,1.895,0.3477,21.67,326011,268783,0.8245,57228,179591,138950,0.7737,40641,0.2009
D0535,PUN_Dist_12,Punjab,0.6979,23.57,0.6385,0.6847,0.5346,0.292,0.2042,0.4591,1.68,0.3718,21.49,108191,71313,0.6591,36878,43319,33197,0.7664,10122,0.2873
D0536,PUN_Dist_13,Punjab,0.7362,17.68,0.7277,0.7939,0.6222,0.3477,0.3364,0.6118,2.963,0.387,21.07,108166,82950,0.7669,25216,53530,43428,0.8113,10102,0.2109
D0537,PUN_Dist_14,Punjab,0.6824,37.63,0.6079,0.6895,0.4854,0.1444,0.3228,0.6596,2.002,0.4264,15.71,248247,184351,0.7426,63896,109339,79281,0.7251,30058,0.2661
D0538,PUN_Dist_15,Punjab,0.7714,20.39,0.6274,0.698,0.5063,0.2261,0.327,0.6147,1.571,0.3991,28.11,125335,111637,0.8907,13698,59993,52793,0.88,7200,0.1146
D0539,PUN_Dist_16,Punjab,0.7606,172.69,0.6184,0.7544,0.5941,0.1857,0.1594,0.5064,1.947,0.3699,19.79,874502,697545,0.7976,176957,247696,182331,0.7361,65365,0.2331
D0540,PUN_Dist_17,Punjab,0.717,11.28,0.579,0.8417,0.6569,0.2202,0.3672,0.5597,2.164,0.3926,22.59,63142,44856,0.7104,18286,37281,32807,0.88,4474,0.2048
D0541,PUN_Dist_18,Punjab,0.7106,82.11,0.4947,0.8119,0.6319,0.3254,0.3936,0.3329,1.672,0.362,19.27,273322,216583,0.7924,56739,290858,228639,0.7861,62219,0.2108
D0542,PUN_Dist_19,Punjab,0.8016,31.13,0.5772,0.82,0.714,0.1882,0.245,0.4667,2.164,0.4956,20.8,145248,122049,0.8403,23199,68622,60387,0.88,8235,0.1399
D0543,PUN_Dist_20,Punjab,0.6547,200.0,0.7738,0.7415,0.5941,0.3333,0.2307,0.6762,2.295,0.4156,20.65,1352330,1078305,0.7974,274025,415225,327574,0.7889,87651,0.2069
D0544,PUN_Dist_21,Punjab,0.7713,77.95,0.49,0.747,0.5549,0.1302,0.2397,0.5628,1.94,0.3489,23.31,438752,374148,0.8528,64604,168157,147978,0.88,20179,0.1336
D0545,PUN_Dist_22,Punjab,0.6895,25.63,0.6702,0.7424,0.6653,0.2097,0.241,0.5694,1.582,0.3907,19.21,145940,112114,0.7682,33826,55587,46493,0.8364,9094,0.1977
D0546,PUN_Dist_23,Punjab,0.7442,96.58,0.637,0.7895,0.6516,0.3377,0.2756,0.6425,1.926,0.5291,22.08,620484,498597,0.8036,121887,239581,210462,0.8785,29119,0.159
D0547,CHH_Dist_01,Chhattisgarh,0.4572,31.91,0.7932,0.6045,0.4768,0.2853,0.3757,0.8538,1.357,0.3744,15.1,272460,202184,0.7421,70276,107904,82557,0.7651,25347,0.2464
D0548,CHH_Dist_02,Chhattisgarh,0.4555,6.68,0.6416,0.6702,0.5586,0.2462,0.2421,0.6311,1.204,0.4174,11.76,42156,30048,0.7128,12108,14554,9063,0.6228,5491,0.3322
D0549,CHH_Dist_03,Chhattisgarh,0.4969,55.21,0.7399,0.5822,0.4082,0.2366,0.4407,0.6828,1.135,0.19,18.11,376994,238496,0.6326,138498,218999,162927,0.744,56072,0.3117
D0550,CHH_Dist_04,Chhattisgarh,0.2372,45.04,0.7694,0.6226,0.5182,0.2964,0.3982,0.6958,1.191,0.3142,6.93,313396,172513,0.5505,140883,161427,81988,0.5079,79439,0.4708
D0551,CHH_Dist_05,Chhattisgarh,0.5884,36.1,0.7405,0.59,0.4889,0.1962,0.4179,0.5754,2.102,0.4472,16.85,207712,139557,0.6719,68155,135760,111064,0.8181,24696,0.255
D0552,CHH_Dist_06,Chhattisgarh,0.3391,26.79,0.6836,0.6347,0.5048,0.2216,0.4186,0.449,1.568,0.2622,16.81,120291,64238,0.534,56053,100933,71761,0.711,29172,0.3775
D0553,CHH_Dist_07,Chhattisgarh,0.514,41.34,0.887,0.5783,0.438,0.2684,0.2438,0.7382,1.835,0.2823,18.54,305202,207338,0.6793,97864,90694,54159,0.5972,36535,0.3617
D0554,CHH_Dist_08,Chhattisgarh,0.5477,22.23,0.5087,0.5757,0.4848,0.2036,0.4712,0.4021,1.512,0.4208,18.02,89380,60396,0.6757,28984,94268,63240,0.6709,31028,0.3267
D0555,CHH_Dist_09,Chhattisgarh,0.4218,72.98,0.8098,0.6371,0.5674,0.1513,0.3363,0.6932,1.45,0.3833,8.12,505912,312071,0.6168,193841,220905,123707,0.56,97198,0.4116
D0556,CHH_Dist_10,Chhattisgarh,0.4929,67.91,0.6856,0.7034,0.5577,0.1026,0.3776,0.4651,1.682,0.3242,6.9,315833,237950,0.7534,77883,230794,134474,0.5827,96320,0.332
D0557,CHH_Dist_11,Chhattisgarh,0.5149,34.04,0.5996,0.7262,0.5574,0.319,0.2818,0.4843,1.921,0.1893,12.21,164840,102925,0.6244,61915,86330,69046,0.7998,17284,0.2879
D0558,CHH_Dist_12,Chhattisgarh,0.4582,125.06,0.6995,0.6093,0.5328,0.414,0.3532,0.5773,1.668,0.2723,15.24,722029,513564,0.7113,208465,397582,243045,0.6113,154537,0.3387
D0559,CHH_Dist_13,Chhattisgarh,0.4268,8.4,0.7258,0.5986,0.4457,0.2608,0.5799,0.6238,1.962,0.3062,12.21,52410,39960,0.7625,12450,43846,26185,0.5972,17661,0.3202
D0560,CHH_Dist_14,Chhattisgarh,0.627,86.85,0.6118,0.7066,0.6305,0.3164,0.3104,0.4165,1.76,0.5064,15.01,361718,242443,0.6703,119275,242584,182553,0.7525,60031,0.2886
D0561,CHH_Dist_15,Chhattisgarh,0.4825,10.23,0.5795,0.7565,0.6024,0.3585,0.4962,0.6116,1.549,0.2207,11.39,62547,37362,0.5974,25185,45670,25832,0.5656,19838,0.4185
D0562,CHH_Dist_16,Chhattisgarh,0.6221,19.68,0.5426,0.8536,0.6822,0.2561,0.314,0.4576,1.932,0.3759,22.51,90079,69968,0.7767,20111,55624,47975,0.8625,7649,0.1804
D0563,CHH_Dist_17,Chhattisgarh,0.4097,24.74,0.686,0.7116,0.5367,0.308,0.3711,0.5178,1.309,0.2146,11.11,128091,84115,0.6567,43976,82607,58868,0.7126,23739,0.3153
D0564,CHH_Dist_18,Chhattisgarh,0.4591,38.98,0.6145,0.652,0.5446,0.2655,0.4239,0.59,2.035,0.3806,16.13,229997,147265,0.6403,82732,148712,123265,0.8289,25447,0.2654
D0565,CHH_Dist_19,Chhattisgarh,0.6187,90.71,0.6644,0.7291,0.6429,0.3523,0.3372,0.5601,1.126,0.3557,24.65,508049,389383,0.7664,118666,275294,221050,0.803,54244,0.2153
D0566,CHH_Dist_20,Chhattisgarh,0.4471,22.28,0.6729,0.6936,0.5878,0.3437,0.3646,0.5672,1.702,0.2274,18.05,126362,95273,0.754,31089,73092,50810,0.6952,22282,0.2754
D0567,CHH_Dist_21,Chhattisgarh,0.56,38.68,0.74,0.6386,0.5099,0.3393,0.2149,0.6894,1.571,0.3504,16.0,266671,170282,0.6385,96389,74818,56837,0.7597,17981,0.3009
D0568,CHH_Dist_22,Chhattisgarh,0.5423,98.34,0.5684,0.6494,0.4765,0.2148,0.3696,0.5069,0.7,0.3121,20.15,498476,320531,0.643,177945,327111,224692,0.6869,102419,0.335
D0569,CHH_Dist_23,Chhattisgarh,0.424,29.2,0.7195,0.5954,0.4958,0.1501,0.2803,0.556,1.143,0.3934,13.59,162381,104037,0.6407,58344,73669,43824,0.5949,29845,0.3822
D0570,CHH_Dist_24,Chhattisgarh,0.467,200.0,0.7427,0.6707,0.5795,0.3829,0.5986,0.5982,1.718,0.2139,18.53,1196323,802595,0.6709,393728,1077546,780408,0.7242,297138,0.3024
D0571,CHH_Dist_25,Chhattisgarh,0.4571,14.78,0.6915,0.5514,0.4685,0.3662,0.3077,0.5457,1.64,0.2768,11.69,80621,57196,0.7094,23425,40913,23569,0.5761,17344,0.3572
D0572,CHH_Dist_26,Chhattisgarh,0.529,23.49,0.7809,0.5643,0.4769,0.1817,0.243,0.6475,2.177,0.3595,17.57,152139,111848,0.7352,40291,51391,34739,0.676,16652,0.2944
D0573,CHH_Dist_27,Chhattisgarh,0.543,113.93,0.7982,0.7402,0.5754,0.2357,0.4913,0.5928,1.481,0.3837,16.3,675394,496647,0.7353,178747,503785,392769,0.7796,111016,0.2425
D0574,CHH_Dist_28,Chhattisgarh,0.5277,15.14,0.7078,0.6669,0.4885,0.3028,0.4416,0.66,1.615,0.3682,14.52,99950,69977,0.7001,29973,60182,35299,0.5865,24883,0.3567
D0575,CHH_Dist_29,Chhattisgarh,0.5711,75.41,0.6806,0.7155,0.6126,0.3599,0.4003,0.5044,1.586,0.4141,11.28,380392,288599,0.7587,91793,271663,151744,0.5586,119919,0.3414
D0576,CHH_Dist_30,Chhattisgarh,0.4379,29.26,0.7474,0.5447,0.4901,0.2892,0.3732,0.5715,1.383,0.3518,13.73,167220,97882,0.5854,69338,98296,69136,0.7033,29160,0.3556
D0577,CHH_Dist_31,Chhattisgarh,0.3165,98.28,0.7131,0.6248,0.4664,0.2206,0.3251,0.6175,1.284,0.144,13.68,606903,352383,0.5806,254520,287574,156820,0.5453,130754,0.437
D0578,CHH_Dist_32,Chhattisgarh,0.4727,78.05,0.7006,0.621,0.499,0.159,0.2185,0.6507,1.96,0.3191,13.0,507881,368727,0.726,139154,153454,98657,0.6429,54797,0.3155
D0579,CHH_Dist_33,Chhattisgarh,0.4234,33.45,0.6168,0.669,0.5081,0.358,0.315,0.458,1.596,0.3638,12.33,153213,96946,0.6328,56267,94818,47432,0.5002,47386,0.4335
D0580,HAR_Dist_01,Haryana,0.5726,94.15,0.6064,0.7786,0.6425,0.1311,0.2872,0.4898,1.845,0.3351,15.54,461077,307783,0.6675,153294,243373,197566,0.8118,45807,0.2603
D0581,HAR_Dist_02,Haryana,0.6424,88.48,0.4455,0.8429,0.6684,0.2673,0.2642,0.4031,1.95,0.4384,13.31,356645,277594,0.7783,79051,210403,129415,0.6151,80988,0.3033
D0582,HAR_Dist_03,Haryana,0.6401,83.33,0.6653,0.7157,0.5674,0.1789,0.432,0.5529,1.797,0.1939,18.1,460759,322261,0.6994,138498,323990,207165,0.6394,116825,0.3306
D0583,HAR_Dist_04,Haryana,0.6664,41.51,0.5527,0.7034,0.569,0.2151,0.3573,0.4741,2.244,0.3438,14.23,196790,151209,0.7684,45581,133494,114620,0.8586,18874,0.1865
D0584,HAR_Dist_05,Haryana,0.5202,13.09,0.7168,0.6268,0.523,0.2827,0.4232,0.5539,1.459,0.329,9.26,72517,54245,0.748,18272,49862,34101,0.6839,15761,0.284
D0585,HAR_Dist_06,Haryana,0.657,139.88,0.5777,0.7193,0.5535,0.1761,0.2845,0.4643,1.63,0.2522,22.09,649465,547088,0.8424,102377,358220,292122,0.8155,66098,0.1711
D0586,HAR_Dist_07,Haryana,0.7447,137.47,0.606,0.8036,0.6484,0.2056,0.3205,0.4343,1.996,0.3283,19.85,597055,452486,0.7579,144569,396563,327319,0.8254,69244,0.2084
D0587,HAR_Dist_08,Haryana,0.5274,28.6,0.7432,0.6196,0.44,0.332,0.2476,0.569,1.637,0.2866,17.01,162735,96960,0.5958,65775,63738,41016,0.6435,22722,0.3803
D0588,HAR_Dist_09,Haryana,0.6541,29.3,0.6513,0.8325,0.6489,0.2106,0.1161,0.4557,1.772,0.3429,13.8,133507,110848,0.8303,22659,30617,24459,0.7989,6158,0.1854
D0589,HAR_Dist_10,Haryana,0.6477,50.23,0.6763,0.8233,0.6916,0.1952,0.3246,0.5585,2.014,0.4174,18.64,280522,213716,0.7619,66806,146734,104747,0.7139,41987,0.2621
D0590,HAR_Dist_11,Haryana,0.6361,67.11,0.5735,0.6956,0.5329,0.355,0.2853,0.5053,1.601,0.4558,15.17,339086,260969,0.7696,78117,172296,121069,0.7027,51227,0.2638
D0591,HAR_Dist_12,Haryana,0.5782,106.38,0.6176,0.6719,0.5353,0.2599,0.2931,0.5258,1.381,0.218,18.57,559353,461920,0.8258,97433,280592,224195,0.799,56397,0.1876
D0592,HAR_Dist_13,Haryana,0.5985,12.36,0.601,0.665,0.4954,0.2136,0.3987,0.5699,1.845,0.5599,18.16,70429,56258,0.7988,14171,44345,31098,0.7013,13247,0.25
D0593,HAR_Dist_14,Haryana,0.7272,48.14,0.7436,0.8195,0.6372,0.2117,0.3074,0.5536,1.923,0.4037,17.24,266517,215669,0.8092,50848,133192,91707,0.6885,41485,0.2511
D0594,HAR_Dist_15,Haryana,0.6675,110.02,0.4751,0.8282,0.6291,0.2214,0.2779,0.377,1.946,0.4776,17.35,414707,358718,0.865,55989,275186,182636,0.6637,92550,0.2357
D0595,HAR_Dist_16,Haryana,0.7108,9.16,0.711,0.7195,0.616,0.2533,0.2199,0.5397,2.201,0.4688,17.17,49428,35715,0.7226,13713,18123,14640,0.8078,3483,0.2348
D0596,HAR_Dist_17,Haryana,0.6163,37.94,0.6256,0.7649,0.6117,0.1493,0.3461,0.4704,1.483,0.3282,21.95,178492,141683,0.7938,36809,118188,101136,0.8557,17052,0.1752
D0597,HAR_Dist_18,Haryana,0.61,162.6,0.6178,0.7571,0.5509,0.2448,0.3623,0.6408,1.958,0.3604,19.91,1041951,715854,0.687,326097,530206,442806,0.8352,87400,0.2389
D0598,HAR_Dist_19,Haryana,0.7311,62.29,0.5785,0.8181,0.5901,0.2786,0.1994,0.4883,1.633,0.5393,15.62,304176,245391,0.8067,58785,111780,91770,0.821,20010,0.1861
D0599,HAR_Dist_20,Haryana,0.7539,14.01,0.529,0.8293,0.6097,0.3194,0.4245,0.4241,1.312,0.5346,24.05,59431,53975,0.9082,5456,53539,44256,0.8266,9283,0.1326
D0600,HAR_Dist_21,Haryana,0.6555,200.0,0.6022,0.7877,0.5847,0.2622,0.2972,0.512,1.282,0.3667,19.67,1024026,796211,0.7775,227815,534981,448254,0.8379,86727,0.1923
D0601,HAR_Dist_22,Haryana,0.7068,21.16,0.5521,0.7596,0.5516,0.2859,0.3218,0.6012,2.108,0.463,19.4,127208,97482,0.7663,29726,61278,52523,0.8571,8755,0.1883
D0602,UTT_Dist_01,Uttarakhand,0.6938,151.59,0.4345,0.8602,0.6629,0.2018,0.1904,0.4193,2.023,0.5042,18.78,635556,584711,0.92,50845,259786,185404,0.7137,74382,0.1832
D0603,UTT_Dist_02,Uttarakhand,0.6855,28.03,0.6814,0.8285,0.6069,0.2329,0.3032,0.5154,1.917,0.4659,19.75,144463,122847,0.8504,21616,76491,61205,0.8002,15286,0.1747
D0604,UTT_Dist_03,Uttarakhand,0.7267,52.17,0.7731,0.6717,0.6009,0.245,0.2547,0.6125,2.228,0.4344,17.15,319548,236019,0.7386,83529,119593,91721,0.7669,27872,0.2472
D0605,UTT_Dist_04,Uttarakhand,0.6359,65.34,0.5202,0.8078,0.7126,0.2322,0.1578,0.3837,1.791,0.3477,13.75,250706,208416,0.8313,42290,92817,64899,0.6992,27918,0.2347
D0606,UTT_Dist_05,Uttarakhand,0.4617,26.25,0.5306,0.7475,0.6632,0.3482,0.3747,0.4231,1.538,0.3186,11.55,111065,72884,0.6562,38181,88530,59453,0.6716,29077,0.3361
D0607,UTT_Dist_06,Uttarakhand,0.6779,89.5,0.5732,0.8063,0.6801,0.2682,0.1976,0.5228,1.707,0.4705,18.9,467886,394643,0.8435,73243,159125,124925,0.7851,34200,0.1857
D0608,UTT_Dist_07,Uttarakhand,0.55,25.91,0.523,0.8291,0.7246,0.2325,0.2587,0.5471,1.646,0.459,15.02,141741,119118,0.8404,22623,60310,42832,0.7102,17478,0.2247
D0609,UTT_Dist_08,Uttarakhand,0.6588,20.2,0.5394,0.7789,0.5968,0.1913,0.3336,0.3354,0.937,0.4026,22.9,67768,49897,0.7363,17871,60668,48312,0.7963,12356,0.2337
D0610,UTT_Dist_09,Uttarakhand,0.7319,200.0,0.6549,0.7318,0.5465,0.3224,0.4865,0.6899,1.627,0.5362,18.58,1379709,1071377,0.7765,308332,875627,730412,0.8342,145215,0.1947
D0611,UTT_Dist_10,Uttarakhand,0.5834,9.74,0.5402,0.7365,0.587,0.2458,0.1876,0.5502,1.941,0.2634,18.56,53591,38039,0.7098,15552,16448,13780,0.8378,2668,0.2262
D0612,UTT_Dist_11,Uttarakhand,0.6034,61.12,0.6238,0.601,0.5238,0.2707,0.1896,0.4962,1.368,0.2777,13.55,303253,231966,0.7649,71287,104285,73576,0.7055,30709,0.2648
D0613,UTT_Dist_12,Uttarakhand,0.6368,33.89,0.6889,0.7199,0.6315,0.3093,0.2985,0.597,1.128,0.4079,17.02,202330,144881,0.7161,57449,91036,66560,0.7312,24476,0.2764
D0614,UTT_Dist_13,Uttarakhand,0.6541,59.03,0.645,0.7904,0.6078,0.3039,0.2159,0.5903,1.824,0.3721,13.63,348450,277993,0.7978,70457,114685,95551,0.8332,19134,0.1845
D0615,HIM_Dist_01,Himachal Pradesh,0.766,19.72,0.5667,0.8763,0.7054,0.2946,0.2555,0.3992,2.409,0.2558,17.76,78741,64399,0.8179,14342,45359,36685,0.8088,8674,0.1867
D0616,HIM_Dist_02,Himachal Pradesh,0.7361,38.54,0.6976,0.7559,0.6429,0.3177,0.1423,0.5935,2.197,0.4995,15.55,228761,200251,0.8754,28510,49371,43446,0.88,5925,0.1223
D0617,HIM_Dist_03,Himachal Pradesh,0.7767,35.4,0.5855,0.9291,0.7834,0.2069,0.1824,0.4639,1.756,0.5539,17.34,164212,142896,0.8702,21316,58111,50215,0.8641,7896,0.1328
D0618,HIM_Dist_04,Himachal Pradesh,0.8871,55.26,0.464,0.7436,0.5455,0.2733,0.1161,0.4169,2.348,0.5048,17.59,230331,188965,0.8204,41366,57750,48327,0.8368,9423,0.1714
D0619,HIM_Dist_05,Himachal Pradesh,0.7742,47.66,0.5981,0.9117,0.6554,0.175,0.2113,0.4878,2.017,0.4805,24.47,232445,199994,0.8604,32451,90641,79764,0.88,10877,0.1298
D0620,HIM_Dist_06,Himachal Pradesh,0.8288,48.81,0.5152,0.7439,0.5229,0.2223,0.3507,0.3795,2.667,0.4959,20.07,185245,154510,0.8341,30735,154067,135578,0.88,18489,0.143
D0621,HIM_Dist_07,Himachal Pradesh,0.8822,16.25,0.5494,0.8812,0.7681,0.3225,0.133,0.4495,1.839,0.5594,21.32,73038,66215,0.9066,6823,19448,17114,0.88,2334,0.1067
D0622,HIM_Dist_08,Himachal Pradesh,0.7958,19.77,0.5301,0.8822,0.6867,0.3944,0.05,0.384,1.953,0.3313,21.1,75932,57141,0.7525,18791,8898,7830,0.88,1068,0.1837
D0623,HIM_Dist_09,Himachal Pradesh,0.7468,125.46,0.7015,0.8762,0.7324,0.293,0.37,0.5532,1.526,0.2724,19.88,694098,558285,0.8043,135813,417835,356061,0.8522,61774,0.1718
D0624,HIM_Dist_10,Himachal Pradesh,0.8074,17.62,0.5466,0.756,0.6697,0.2548,0.1767,0.5198,1.799,0.5301,21.4,91608,71944,0.7853,19664,28025,22366,0.7981,5659,0.2083
D0625,HIM_Dist_11,Himachal Pradesh,0.7461,96.06,0.5458,0.7564,0.5338,0.2707,0.1892,0.4682,1.816,0.4515,20.37,449765,375325,0.8345,74440,163593,143961,0.88,19632,0.1428
D0626,HIM_Dist_12,Himachal Pradesh,0.8148,30.35,0.5865,0.7014,0.5927,0.1845,0.2999,0.4731,2.225,0.4691,18.91,143580,104012,0.7244,39568,81905,69973,0.8543,11932,0.2106
D0627,TRI_Dist_01,Tripura,0.5534,39.45,0.685,0.7672,0.6557,0.3604,0.3569,0.5479,1.112,0.4172,11.61,216135,145027,0.671,71108,126716,81328,0.6418,45388,0.3436
D0628,TRI_Dist_02,Tripura,0.6128,6.62,0.638,0.7169,0.5737,0.2459,0.3397,0.6237,1.769,0.4565,15.22,41266,29888,0.7243,11378,20228,12706,0.6282,7522,0.3238
D0629,TRI_Dist_03,Tripura,0.4674,71.15,0.6833,0.5415,0.4466,0.3372,0.2089,0.6552,1.057,0.2789,13.76,466192,297173,0.6374,169019,133755,79779,0.5965,53976,0.383
D0630,TRI_Dist_04,Tripura,0.5792,33.88,0.6531,0.6622,0.4645,0.182,0.3518,0.4725,1.665,0.4404,19.24,160087,123105,0.769,36982,107275,74735,0.6967,32540,0.2672
D0631,TRI_Dist_05,Tripura,0.5454,77.89,0.6373,0.7123,0.6377,0.3091,0.1868,0.5267,2.407,0.3525,12.97,410223,296085,0.7218,114138,130971,80643,0.6157,50328,0.3312
D0632,TRI_Dist_06,Tripura,0.5205,62.43,0.6637,0.5953,0.5206,0.1612,0.3629,0.6807,1.413,0.3781,13.78,424959,280503,0.6601,144456,203908,119944,0.5882,83964,0.3758
D0633,TRI_Dist_07,Tripura,0.6341,46.9,0.6426,0.7122,0.5188,0.1824,0.2556,0.5659,0.913,0.4242,20.05,265397,235384,0.8869,30013,107905,82150,0.7613,25755,0.1759
D0634,TRI_Dist_08,Tripura,0.5068,29.28,0.6521,0.6973,0.4982,0.3633,0.3683,0.6428,1.325,0.29,18.5,188184,144206,0.7663,43978,97040,79178,0.8159,17862,0.2089
D0635,MEG_Dist_01,Meghalaya,0.5806,76.4,0.3875,0.6961,0.6261,0.2837,0.4267,0.3275,1.688,0.2683,18.57,250185,165830,0.6628,84355,293389,235934,0.8042,57455,0.2665
D0636,MEG_Dist_02,Meghalaya,0.4949,27.53,0.8446,0.6571,0.5317,0.3176,0.05,0.7235,1.913,0.4772,12.49,199150,134291,0.6743,64859,12386,7927,0.6401,4459,0.3428
D0637,MEG_Dist_03,Meghalaya,0.569,67.86,0.5646,0.6125,0.526,0.2887,0.3464,0.5319,1.61,0.3082,19.05,360926,249971,0.6926,110955,211571,147019,0.6949,64552,0.3063
D0638,MEG_Dist_04,Meghalaya,0.4143,28.82,0.8784,0.6515,0.4987,0.2101,0.458,0.7781,1.278,0.3246,19.84,224235,142069,0.6336,82166,118782,87717,0.7385,31065,0.314
D0639,MEG_Dist_05,Meghalaya,0.5205,34.54,0.5043,0.5733,0.4809,0.2314,0.2816,0.4588,2.042,0.3752,21.44,158454,95063,0.5999,63391,87553,63210,0.722,24343,0.339
D0640,MEG_Dist_06,Meghalaya,0.508,46.8,0.7295,0.6762,0.5443,0.5117,0.1964,0.5462,1.254,0.2999,19.44,255617,189333,0.7407,66284,82722,61499,0.7434,21223,0.2579
D0641,MEG_Dist_07,Meghalaya,0.4941,97.09,0.6356,0.6885,0.5225,0.3962,0.2495,0.4949,1.317,0.3211,17.13,480485,332308,0.6916,148177,217980,161880,0.7426,56100,0.2829
D0642,MEG_Dist_08,Meghalaya,0.4294,31.86,0.7246,0.5955,0.4367,0.2153,0.3091,0.6706,1.785,0.4654,17.71,213657,149129,0.698,64528,88627,44292,0.4998,44335,0.4011
D0643,MEG_Dist_09,Meghalaya,0.4397,156.53,0.7082,0.7045,0.5392,0.2124,0.5648,0.5472,1.425,0.4379,14.72,856551,591567,0.6906,264984,795676,620607,0.78,175069,0.2647
D0644,MEG_Dist_10,Meghalaya,0.5826,14.18,0.4908,0.7347,0.6266,0.1571,0.3835,0.4269,1.913,0.3117,22.39,60540,41915,0.6924,18625,48945,37822,0.7727,11123,0.2674
D0645,MEG_Dist_11,Meghalaya,0.4478,29.82,0.7126,0.8134,0.6894,0.2233,0.415,0.6189,1.439,0.3215,16.17,184539,124011,0.672,60528,111355,69687,0.6258,41668,0.3511
D0646,MEG_Dist_12,Meghalaya,0.6355,38.3,0.7491,0.6238,0.5002,0.2901,0.3003,0.6197,1.716,0.3748,21.14,237358,176293,0.7427,61065,103538,85749,0.8282,17789,0.2145
D0647,MAN_Dist_01,Manipur,0.6225,138.68,0.5545,0.7534,0.6639,0.1619,0.2998,0.5563,1.812,0.3565,25.05,771509,556513,0.7213,214996,374200,304640,0.8141,69560,0.2323
D0648,MAN_Dist_02,Manipur,0.5459,200.0,0.689,0.7015,0.5788,0.2338,0.3659,0.5467,1.85,0.2402,18.79,1093421,759670,0.6948,333751,658678,453489,0.6885,205189,0.3084
D0649,MAN_Dist_03,Manipur,0.4949,46.24,0.7292,0.6371,0.4974,0.2938,0.382,0.5388,1.71,0.3639,18.17,249134,162044,0.6504,87090,158951,116760,0.7346,42191,0.3075
D0650,MAN_Dist_04,Manipur,0.4468,79.13,0.7561,0.555,0.4856,0.2844,0.2621,0.6283,1.192,0.2882,14.63,497175,321110,0.6459,176065,186685,125411,0.6718,61274,0.3412
D0651,MAN_Dist_05,Manipur,0.5474,41.26,0.6683,0.7709,0.6252,0.1658,0.2178,0.6182,1.21,0.2884,17.6,255064,192319,0.754,62745,80861,63949,0.7909,16912,0.2276
D0652,MAN_Dist_06,Manipur,0.5796,130.54,0.6423,0.614,0.5458,0.3309,0.3682,0.6275,1.619,0.3772,9.5,819113,666962,0.8142,152151,432575,245501,0.5675,187074,0.3091
D0653,MAN_Dist_07,Manipur,0.4898,60.54,0.6668,0.668,0.5463,0.347,0.3029,0.4956,1.35,0.3776,15.77,300028,187160,0.6238,112868,165038,118638,0.7189,46400,0.3287
